Job Title,Company,Location,Experience Level,Salary,Industry,Required Skills
Horticultural consultant,Smith Ltd,New York,Mid Level,97000.0,Healthcare,"Pharmaceuticals, Nursing, Medical Research, Patient Care"
Estate manager/land agent,"Ayala, Smith and Webb",Berlin,Mid Level,67000.0,Marketing,"Social Media, Google Ads, Content Writing"
"Development worker, community",Butler Ltd,Toronto,Entry Level,119000.0,Healthcare,"Pharmaceuticals, Nursing, Medical Research, Patient Care"
"Psychologist, occupational","Thomas, Aguilar and Brown",Berlin,Senior Level,100000.0,Software,"Machine Learning, C++, Java"
"Therapist, music",Moss-Chavez,Berlin,Entry Level,133000.0,Education,"Curriculum Design, EdTech, Teaching"
"Accountant, chartered management",Morales Ltd,San Francisco,Entry Level,147000.0,Marketing,"Market Research, SEO, Content Writing, Google Ads"
Prison officer,"Alvarez, Martinez and Johnston",Sydney,Senior Level,46000.0,Education,"Curriculum Design, Research, Teaching, EdTech"
Licensed conveyancer,"Edwards, Allen and Johnson",Berlin,Mid Level,63000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Product/process development scientist,"Little, Scott and Myers",Bangalore,Mid Level,110000.0,Manufacturing,Quality Control
Public affairs consultant,Jones-Wilkins,Sydney,Mid Level,135000.0,Retail,"Customer Service, Sales, Merchandising"
Television/film/video producer,"Santos, Garcia and Wise",London,Senior Level,60000.0,Healthcare,"Patient Care, Pharmaceuticals"
Retail merchandiser,"Thompson, Serrano and Brown",Sydney,Entry Level,140000.0,Manufacturing,Quality Control
Conference centre manager,Smith Inc,Toronto,Mid Level,128000.0,Manufacturing,"Supply Chain, Quality Control"
"Psychologist, forensic",Jones and Sons,New York,Senior Level,77000.0,Healthcare,"Patient Care, Medical Research, Nursing, Pharmaceuticals"
Research scientist (physical sciences),Beard-Carrillo,Bangalore,Mid Level,56000.0,Education,"Teaching, EdTech, Research, Curriculum Design"
Chief Strategy Officer,Brown and Sons,London,Mid Level,147000.0,Retail,Merchandising
Marine scientist,Bell Group,Toronto,Mid Level,115000.0,Software,"SQL, Machine Learning, Java, AWS"
Air broker,Atkins Inc,London,Entry Level,67000.0,Finance,"SQL, Excel"
Educational psychologist,"Price, Alvarado and Fritz",San Francisco,Mid Level,46000.0,Education,"EdTech, Teaching"
"Therapist, drama",Watson Group,Toronto,Mid Level,48000.0,Finance,"Financial Modeling, Excel"
IT consultant,Sullivan-Alexander,Sydney,Senior Level,89000.0,Education,"Teaching, Research, EdTech, Curriculum Design"
Forensic psychologist,Miller-Wall,Toronto,Mid Level,51000.0,Retail,"Sales, Merchandising"
"Optician, dispensing","Nichols, Young and Reynolds",New York,Mid Level,140000.0,Healthcare,Patient Care
Solicitor,"Eaton, Bradley and Santana",New York,Senior Level,147000.0,Marketing,"Social Media, Google Ads, Market Research, Content Writing"
Air cabin crew,Jones Group,Toronto,Mid Level,120000.0,Retail,"Sales, Customer Service"
Social researcher,"Khan, Garcia and Chan",London,Mid Level,108000.0,Manufacturing,"Supply Chain, Quality Control"
"Surveyor, planning and development",Lopez-Fernandez,Berlin,Entry Level,68000.0,Software,"Python, Java"
Biomedical scientist,Ruiz Group,Sydney,Mid Level,141000.0,Retail,"Merchandising, Sales, Customer Service"
Industrial/product designer,"Schmidt, Grimes and Miller",Sydney,Senior Level,111000.0,Marketing,"SEO, Social Media, Google Ads, Content Writing"
Copy,Nelson and Sons,Bangalore,Senior Level,63000.0,Manufacturing,"Production Planning, Quality Control, Supply Chain"
Chemical engineer,"Rivas, Moses and Anderson",Bangalore,Entry Level,133000.0,Education,"Teaching, Research, EdTech, Curriculum Design"
Financial controller,Taylor PLC,San Francisco,Mid Level,105000.0,Retail,Merchandising
Art therapist,Ayala-Richardson,Bangalore,Entry Level,122000.0,Finance,"Risk Analysis, Excel"
Archivist,"Mcgrath, Garcia and Thompson",Sydney,Mid Level,69000.0,Education,"EdTech, Curriculum Design, Teaching, Research"
Company secretary,"Brown, Thompson and Carter",Berlin,Entry Level,63000.0,Retail,"Customer Service, Sales, Merchandising"
Counselling psychologist,"Olsen, Jones and Burns",Bangalore,Senior Level,100000.0,Education,"Teaching, Research, Curriculum Design"
Transport planner,"Sparks, Medina and Lloyd",Berlin,Entry Level,147000.0,Finance,"Financial Modeling, Excel, Python"
Armed forces logistics/support/administrative officer,Morgan LLC,Sydney,Senior Level,87000.0,Education,"Teaching, EdTech, Curriculum Design"
Health visitor,"Riley, Malone and Moore",London,Entry Level,129000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Holiday representative,Holt LLC,London,Entry Level,78000.0,Finance,"Excel, Risk Analysis, Python, SQL"
Trade union research officer,"Robinson, Cordova and Parsons",Bangalore,Mid Level,146000.0,Education,"Teaching, Curriculum Design, EdTech"
Television floor manager,Norman-Kelly,Bangalore,Senior Level,70000.0,Finance,"Financial Modeling, Python, Excel, SQL"
Event organiser,"Callahan, Mitchell and Thompson",Berlin,Senior Level,93000.0,Software,"Java, Python"
"Administrator, local government","Henry, Li and Barber",Toronto,Mid Level,124000.0,Retail,Customer Service
"Conservation officer, historic buildings",Chase LLC,Toronto,Mid Level,121000.0,Software,Java
Administrator,Kirby PLC,Sydney,Mid Level,118000.0,Marketing,"Google Ads, Content Writing"
"Engineer, mining",Gonzalez Ltd,New York,Entry Level,61000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Town planner,Jackson and Sons,New York,Mid Level,127000.0,Education,Research
Freight forwarder,Matthews PLC,New York,Senior Level,121000.0,Finance,Python
Sports coach,Warner-Smith,Berlin,Entry Level,109000.0,Retail,Sales
"Engineer, building services",Baker Ltd,Berlin,Senior Level,111000.0,Software,"Java, SQL, C++"
Research scientist (maths),Wall-Anderson,New York,Mid Level,86000.0,Software,Machine Learning
Commercial/residential surveyor,Jordan LLC,Bangalore,Senior Level,142000.0,Manufacturing,"Production Planning, Quality Control, Supply Chain"
Printmaker,Collins Group,Berlin,Entry Level,103000.0,Education,"EdTech, Research, Curriculum Design, Teaching"
"Engineer, biomedical",Wilson-Reed,Berlin,Entry Level,131000.0,Software,"AWS, Machine Learning, SQL"
"Producer, radio",Gibbs-Carr,San Francisco,Mid Level,107000.0,Marketing,"Google Ads, Content Writing, Social Media"
"Pharmacist, community",Allen-Duarte,Sydney,Entry Level,85000.0,Manufacturing,"Supply Chain, Production Planning"
"Teacher, adult education",Ho LLC,New York,Entry Level,76000.0,Retail,Merchandising
Rural practice surveyor,Allen Ltd,Berlin,Senior Level,88000.0,Retail,"Customer Service, Sales, Merchandising"
Architectural technologist,Cantu Group,San Francisco,Senior Level,95000.0,Education,"Research, EdTech, Curriculum Design, Teaching"
"Programme researcher, broadcasting/film/video",Smith Ltd,Bangalore,Mid Level,142000.0,Marketing,"SEO, Google Ads"
Trading standards officer,Ray-Ferrell,New York,Entry Level,92000.0,Manufacturing,"Quality Control, Production Planning"
"Designer, ceramics/pottery","Jones, Andersen and Butler",New York,Mid Level,47000.0,Finance,"Risk Analysis, Excel, Python"
"Psychotherapist, child",Garcia Inc,Berlin,Mid Level,80000.0,Manufacturing,Supply Chain
Jewellery designer,Patel LLC,Bangalore,Entry Level,48000.0,Retail,"Sales, Customer Service, Merchandising"
Engineering geologist,"Brown, Garrett and Allen",Toronto,Entry Level,128000.0,Marketing,"Content Writing, Social Media"
Planning and development surveyor,"Trujillo, Reyes and Evans",London,Senior Level,65000.0,Software,"AWS, Python"
Sport and exercise psychologist,Alexander Inc,New York,Entry Level,141000.0,Software,Python
Landscape architect,"Houston, Robinson and Walker",Berlin,Senior Level,71000.0,Marketing,"Google Ads, SEO, Content Writing"
Music therapist,Roberts LLC,Berlin,Entry Level,52000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Immunologist,Khan Group,New York,Senior Level,48000.0,Retail,"Customer Service, Sales, Merchandising"
Arts development officer,"Richardson, Archer and Burnett",Berlin,Entry Level,45000.0,Marketing,"Content Writing, Social Media"
"Accountant, chartered",Cook-Gonzalez,New York,Mid Level,110000.0,Software,React
Newspaper journalist,"Andrews, Wright and Obrien",Bangalore,Senior Level,49000.0,Marketing,"SEO, Google Ads, Social Media"
Theme park manager,"Smith, Brown and Francis",Sydney,Entry Level,101000.0,Manufacturing,"Quality Control, Production Planning, Supply Chain"
Exhibition designer,"Lee, Ford and Downs",Bangalore,Entry Level,101000.0,Manufacturing,Supply Chain
Ecologist,Henry-Frey,San Francisco,Entry Level,78000.0,Retail,"Merchandising, Sales, Customer Service"
Lobbyist,Lee and Sons,Toronto,Entry Level,80000.0,Marketing,"Social Media, Market Research, SEO, Google Ads"
"Development worker, international aid","Peterson, Meyers and Mitchell",Bangalore,Senior Level,134000.0,Software,AWS
Airline pilot,"Wilson, Coleman and Morales",San Francisco,Mid Level,96000.0,Retail,Merchandising
"Psychologist, educational",Marshall Ltd,Bangalore,Senior Level,144000.0,Retail,"Merchandising, Sales, Customer Service"
Advice worker,Molina and Sons,San Francisco,Entry Level,108000.0,Retail,"Customer Service, Merchandising, Sales"
"Surveyor, quantity","Jackson, Wells and Adams",San Francisco,Mid Level,125000.0,Retail,Merchandising
Outdoor activities/education manager,"Nelson, Thomas and Drake",London,Entry Level,43000.0,Finance,Financial Modeling
"Librarian, public","Jones, Baker and Barnes",Toronto,Mid Level,73000.0,Healthcare,Nursing
"Conservation officer, historic buildings",Elliott-Perez,Bangalore,Mid Level,116000.0,Manufacturing,"Production Planning, Quality Control, Supply Chain"
Television/film/video producer,"Campbell, Butler and Kaufman",New York,Senior Level,51000.0,Finance,Python
Scientific laboratory technician,Gregory Group,London,Entry Level,136000.0,Education,"Teaching, EdTech"
"Nurse, learning disability",Thompson Ltd,San Francisco,Mid Level,121000.0,Software,Python
Travel agency manager,Brewer and Sons,London,Mid Level,109000.0,Healthcare,Patient Care
Computer games developer,Carpenter Group,Toronto,Senior Level,128000.0,Healthcare,"Medical Research, Nursing, Patient Care, Pharmaceuticals"
Financial controller,Werner-Salazar,Berlin,Mid Level,131000.0,Retail,"Sales, Customer Service, Merchandising"
Software engineer,Smith PLC,San Francisco,Mid Level,102000.0,Marketing,Social Media
Accommodation manager,"Burns, Moody and Travis",New York,Senior Level,54000.0,Software,"Machine Learning, Python, React"
Minerals surveyor,Moore-Mcintyre,London,Entry Level,78000.0,Education,"Curriculum Design, Research"
Social researcher,Caldwell-Williams,Toronto,Entry Level,51000.0,Software,"Machine Learning, Java, Python"
Market researcher,"Hamilton, Evans and Fernandez",Bangalore,Senior Level,140000.0,Manufacturing,"Production Planning, Supply Chain"
Dispensing optician,"Walker, Jackson and Clark",San Francisco,Senior Level,83000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing"
Archivist,"Moore, Cantu and Jackson",London,Mid Level,108000.0,Finance,"Risk Analysis, Financial Modeling, Python"
Youth worker,Salazar-Miller,Sydney,Entry Level,77000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing"
Speech and language therapist,Adams-Hendrix,Berlin,Entry Level,109000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing"
Civil Service fast streamer,"Alexander, Potts and Phillips",London,Mid Level,90000.0,Software,"Machine Learning, React, SQL, Java"
Research scientist (physical sciences),Moore-Valdez,London,Mid Level,49000.0,Software,"SQL, Java, Python, React"
"Engineer, mining","Bowers, King and Stanley",Sydney,Entry Level,66000.0,Marketing,"SEO, Google Ads, Content Writing, Market Research"
Chief Technology Officer,Ramirez and Sons,New York,Senior Level,111000.0,Marketing,SEO
Radio producer,Mathis LLC,London,Senior Level,123000.0,Marketing,Market Research
Cytogeneticist,Juarez-Silva,New York,Mid Level,96000.0,Education,"Research, Curriculum Design, Teaching, EdTech"
Toxicologist,Goodwin Group,New York,Mid Level,68000.0,Software,"React, AWS, Java, Python"
Occupational hygienist,Buchanan-Harris,New York,Entry Level,141000.0,Marketing,"Content Writing, Google Ads, Market Research, Social Media"
Television floor manager,"Edwards, Sosa and Collins",San Francisco,Senior Level,88000.0,Education,"Teaching, EdTech"
"Nurse, learning disability","Lane, Newton and Ibarra",San Francisco,Mid Level,107000.0,Software,SQL
"Programmer, systems",Wright and Sons,Sydney,Entry Level,44000.0,Healthcare,"Patient Care, Medical Research, Nursing, Pharmaceuticals"
Clinical molecular geneticist,Duncan Group,San Francisco,Senior Level,95000.0,Retail,"Sales, Customer Service, Merchandising"
Civil Service fast streamer,"Hall, Wolfe and Hammond",London,Mid Level,94000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
"Investment banker, corporate","Thomas, Jones and Castro",Bangalore,Senior Level,142000.0,Software,Python
Facilities manager,Miller-Webb,Sydney,Senior Level,149000.0,Healthcare,"Medical Research, Pharmaceuticals"
Dispensing optician,Fischer-Hammond,Sydney,Senior Level,123000.0,Education,"Curriculum Design, EdTech, Research, Teaching"
Network engineer,"Elliott, Johnson and Cruz",New York,Senior Level,50000.0,Healthcare,Pharmaceuticals
Theatre stage manager,Owens-Ferrell,Sydney,Entry Level,79000.0,Marketing,"SEO, Social Media"
Media planner,"Davis, Gonzalez and Sanders",New York,Mid Level,92000.0,Healthcare,"Pharmaceuticals, Nursing, Medical Research"
Data scientist,Nichols Inc,London,Entry Level,106000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Artist,"Russell, White and Russell",Toronto,Entry Level,106000.0,Healthcare,"Patient Care, Nursing, Medical Research, Pharmaceuticals"
Astronomer,"Henderson, Chapman and Stein",San Francisco,Mid Level,140000.0,Education,"Teaching, EdTech"
Consulting civil engineer,Nunez-Nunez,Berlin,Senior Level,135000.0,Education,Teaching
"Journalist, magazine",Henson-Ayala,London,Mid Level,57000.0,Education,"Teaching, Research, Curriculum Design, EdTech"
"Scientist, biomedical","Lopez, Shaw and Reeves",Berlin,Entry Level,68000.0,Education,"Teaching, EdTech, Research, Curriculum Design"
"Scientist, clinical (histocompatibility and immunogenetics)",Melton Inc,San Francisco,Senior Level,148000.0,Healthcare,Pharmaceuticals
"Therapist, horticultural",George-Gonzalez,London,Mid Level,129000.0,Marketing,Social Media
Television floor manager,"Mcguire, Rangel and Brown",London,Senior Level,94000.0,Healthcare,"Medical Research, Nursing, Patient Care"
Proofreader,"Bennett, Ortega and Reynolds",Sydney,Mid Level,150000.0,Marketing,Content Writing
Community arts worker,Garrett and Sons,London,Senior Level,70000.0,Marketing,Google Ads
Health physicist,Lee Group,Bangalore,Entry Level,94000.0,Education,Research
Food technologist,Cohen-Wells,Sydney,Entry Level,149000.0,Finance,"Python, Excel, SQL"
Community arts worker,"Johnson, Cummings and Zuniga",Berlin,Mid Level,47000.0,Education,Curriculum Design
"Designer, furniture",Jones LLC,Toronto,Mid Level,97000.0,Finance,"SQL, Risk Analysis, Python, Financial Modeling"
Sports coach,Sellers PLC,Berlin,Senior Level,61000.0,Marketing,SEO
Retail buyer,Yang LLC,San Francisco,Mid Level,52000.0,Healthcare,Patient Care
Administrator,Wright-Kirby,New York,Mid Level,106000.0,Finance,Python
Town planner,Phillips and Sons,New York,Mid Level,133000.0,Retail,Sales
"Librarian, public","Acevedo, Hall and Higgins",Bangalore,Mid Level,138000.0,Healthcare,Pharmaceuticals
Local government officer,Garcia Inc,Bangalore,Mid Level,115000.0,Healthcare,Medical Research
Retail banker,Garcia-Rivera,Toronto,Mid Level,71000.0,Marketing,Market Research
"Buyer, retail",Stewart-Greer,Bangalore,Entry Level,150000.0,Marketing,"Content Writing, Social Media"
"Accountant, chartered public finance",Garcia-Myers,Bangalore,Mid Level,84000.0,Healthcare,Pharmaceuticals
Heritage manager,"Peterson, Finley and Wallace",Bangalore,Senior Level,94000.0,Marketing,"Google Ads, Social Media, Content Writing"
Health and safety adviser,"Wall, Harris and Nichols",London,Senior Level,105000.0,Education,"EdTech, Curriculum Design, Research"
Garment/textile technologist,"Mcneil, Pugh and Bryant",Sydney,Senior Level,40000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
"Accountant, chartered",Garcia-Stevens,Bangalore,Entry Level,49000.0,Healthcare,"Medical Research, Pharmaceuticals, Nursing, Patient Care"
Nature conservation officer,"Sharp, Holt and Miller",London,Mid Level,108000.0,Software,"Python, C++, Machine Learning"
